  5.3766714e-001 -8.6365282e-001  8.4037553e-001  5.2006010e-001  1.8322726e-001 -7.3416911e-001  7.9933710e-002  8.8095279e-001  2.6964864e-001 -6.2791226e-002 -7.9892839e-002 -4.3814136e-001  4.7586059e-001 -1.4826761e+000  1.9085123e+000  1.4600132e+000  5.4113941e-001 -1.4193485e+000  4.3637539e-001 -2.5055284e-001  6.7369870e-001  1.1664750e+000 -4.1663074e-002 -2.0283620e+000  1.3418837e+000  3.2098522e-001 -4.0492178e-001 -5.7413396e-001 -1.5144232e+000 -6.0351803e-001 -1.6847588e+000  4.2736125e-001 -2.1746206e+000  7.9726314e-001 -7.9382570e-001  2.8252924e-001 -4.5220760e-001 -5.8000968e-001  1.4527420e+000 -9.4427920e-001  2.9617118e-001  2.3732874e+000 -5.2093289e-001 -1.8535316e+000  5.2993311e-002 -1.0719050e+000 -1.6163173e+000 -2.6197576e-001  9.8399067e-001 -1.7786842e+000  1.8033554e+000
  1.8338850e+000  7.7359091e-002 -8.8803208e-001 -2.0027852e-002 -1.0297675e+000 -3.0813730e-002 -9.4848098e-001  3.2321314e-001  4.9428706e-001 -2.0219589e+000  8.9847599e-001 -4.0867431e-001  1.4122327e+000 -4.3818585e-002  1.2223070e-001  2.0500427e+000 -1.5408772e+000 -7.2944524e-001 -5.0436248e-001 -1.8990165e-001 -6.6911300e-001  1.2128214e+000 -6.1550734e-001 -4.4925681e-001 -9.8843471e-001  1.6233825e+000  5.2785922e-001 -1.9521240e-001  1.0261894e+000 -7.9702393e-001  4.1314853e-001  1.8103215e-001  1.4461465e-001 -4.4250074e-001  5.4095957e-001 -1.1250790e+000  7.8336597e-001 -5.6136719e-001  1.3798458e+000 -6.7121094e-001  1.2007829e+000 -4.7392102e-001 -1.2790269e+000 -1.0968207e+000 -1.7789009e-001 -1.0740916e+000 -4.9181759e-001 -1.7306835e+000  1.0122749e-001 -9.2264124e-001 -1.3478056e+000
 -2.2588469e+000 -1.2141170e+000  1.0009283e-001 -3.4771086e-002  9.4922183e-001  2.3234701e-001  4.1149062e-001 -7.8414618e-001 -1.4831210e+000 -9.8213153e-001  1.8370342e-001  9.8354524e-001  2.2608484e-002  9.6082521e-001  1.0470333e+000  1.2050060e-001 -2.0314279e-001  1.1473278e+000  1.0210771e-001 -1.0329135e+000 -4.0032270e-001  4.8554099e-001  1.3141548e+000  2.3599320e-001  1.8179427e+000  1.0624333e+000 -1.0069629e+000 -5.0531278e-002 -7.5812748e-001  3.6064890e-001  5.0174522e-001  6.5747974e-001  6.6903344e-001 -6.2909109e-001 -5.5906136e-001 -9.8897409e-001  1.2372366e+000 -1.5558965e+000  9.5136419e-002  5.7668117e-001  1.0901728e+000  9.4634086e-001 -5.6227232e-002  2.1862763e-001  1.7724826e+000  8.6955281e-001 -9.6930157e-001  1.0134643e+000 -3.6270582e-001 -1.9979271e+000 -3.9337649e-001
  8.6217332e-001 -1.1135007e+000 -5.4452893e-001 -7.9816358e-001  3.0706192e-001  4.2638756e-001  6.7697781e-001 -1.8053734e+000 -1.0202644e+000  6.1251130e-001  2.9079013e-001 -2.9769714e-001 -4.7869410e-002  1.7382449e+000 -2.2692020e-001 -9.8990160e-001 -4.9996522e-001  5.9786463e-001  1.1962505e+000 -3.2329192e-001 -6.7180243e-001  1.0260165e+000 -1.4550666e+000 -8.3517296e-001 -3.7443661e-001  2.1410524e-001  1.0890268e+000 -1.7557750e+000  2.0783448e+000  1.8850917e+000  8.3064345e-002  5.8424561e-001 -8.4882916e-001  1.5337963e+000  1.9765661e+000 -1.5158588e+000  1.0771982e+000  1.1002085e+000 -4.2712706e-001 -2.0857701e+000 -3.5870323e-001  8.1816158e-001 -2.0968028e-001  7.9424585e-001 -2.5088036e+000  9.8105141e-001 -4.7410792e-001 -9.2773610e-001 -7.3882783e-001 -3.5710006e-001  9.3532541e-001
  3.1876524e-001 -6.8493281e-003  3.0352079e-001  1.0186853e+000  1.3517494e-001 -3.7280874e-001  8.5773255e-001  1.8585929e+000 -4.4699501e-001 -5.4886130e-002  1.1294472e-001  1.1436789e+000  1.7013347e+000 -4.3020624e-001 -1.6250194e-001  1.1977715e+000  3.8302391e-001 -1.2812813e+000  1.2028282e-001  7.6652685e-001  5.7562902e-001  8.7072602e-001 -1.7423492e+000 -1.2759552e+000 -1.4517407e+000  8.7680320e-001  1.7848747e+000 -2.5735762e-001 -2.2219866e+000 -3.0682183e-001  1.5779805e-001 -1.6164513e+000 -5.7090119e-002  2.7335404e+000  5.4466038e-001 -2.2285105e+000 -3.4841124e-002  1.7505830e-001  5.1080781e-001  2.3596388e-001 -1.2992763e-001  1.5889709e+000  1.9210156e-001  4.6312419e-001 -4.5658919e-001 -1.7588254e+000 -6.6616383e-001  1.2436803e+000 -1.4798424e+000 -3.3640076e-001  1.0586714e+000
 -1.3076883e+000  1.5326303e+000 -6.0032656e-001 -1.3321748e-001  5.1524634e-001 -2.3645458e-001 -6.9115913e-001 -6.0453009e-001  1.0965859e-001 -1.1187320e+000  4.3995219e-001 -5.3162012e-001 -5.0971171e-001 -1.6273227e+000  6.9005190e-001 -5.9265622e-001  4.1203538e-001 -2.2032642e+000 -1.0368434e+000  1.7446732e+000 -7.7809352e-001 -3.8175788e-001  2.0530468e-001  6.1703508e-001 -6.1868181e-001  1.9440701e-001 -3.0375452e-001  7.4954189e-001  4.4876364e-001 -1.0127240e+000 -5.2794251e-001  1.8774352e-002  2.9178626e-001  1.6743908e-001 -1.3790556e-001 -1.5152168e-001 -5.0398733e-001  1.0036113e+000 -6.5627362e-001 -7.7842135e-001  7.3373752e-001  5.2601200e-001  9.9233229e-001 -6.1263002e-001  2.4303775e+000 -1.4809596e-001  4.7837468e-001 -5.8948870e-001  1.5337175e-001  2.5042600e-001  1.9023938e+000
 -4.3359202e-001 -7.6966591e-001  4.8996532e-001 -7.1453016e-001  2.6140632e-001  2.0236909e+000  4.4937762e-001  1.0335972e-001  1.1287365e+000 -6.2637854e-001  1.0166244e-001  9.7256573e-001 -2.8549601e-003  1.6634749e-001  5.5575677e-001 -4.6980936e-001  4.0549255e-001 -5.7124632e-001 -8.5710324e-001 -1.1605199e+000 -1.0635612e+000  4.2889303e-001  1.1929304e+000  6.1270150e-001  9.3450096e-001 -4.1489216e-001 -8.6966315e-003 -5.7076431e-001  6.2611541e-004 -2.3854551e-001  7.2306070e-001 -4.2596076e-001 -6.1461854e-001 -4.7886517e-001  6.1987564e-001  1.1627444e+000 -1.2240190e+000  1.5110082e+000 -1.2501678e-001  1.0995619e+000  1.2033157e-001 -2.4651976e+000  5.7624419e-001  2.2443998e+000 -4.7145409e-001  2.5194175e-001 -1.0410581e+000  1.4914817e+000 -3.1701747e-001  2.8616190e-001 -3.3330254e-001
  3.4262447e-001  3.7137881e-001  7.3936312e-001  1.3513858e+000 -9.4148577e-001 -2.2583540e+000  1.0063335e-001  5.6316696e-001 -2.8996304e-001  2.4951774e-001  2.7873352e+000 -5.2225048e-001  9.1986708e-001  3.7626591e-001 -1.1202550e+000  8.8637738e-001 -3.6378075e-001  2.1399648e-001 -1.6987430e-001  2.3774119e+000  5.5297830e-001 -2.9913052e-001 -8.0282310e-001  2.8938116e-001  1.0559293e+000  3.5845873e-001  5.0663503e-001  4.9423338e-001 -7.5623931e-001 -4.8401481e-001 -8.4994165e-001 -2.0340273e+000 -1.3643189e-002 -1.4126539e+000 -5.5827834e-003 -1.8193629e-001  1.1850908e-001 -1.1372390e+000 -5.3046670e-001 -8.5556430e-001  1.1363313e+000 -8.5252794e-001  1.3057838e+000  7.2347608e-002 -5.6032849e-001 -6.1038463e-001 -8.2065909e-001 -8.0597809e-001  3.1891825e-001 -6.8616857e-001  1.4152123e+000
  3.5783969e+000 -2.2558440e-001  1.7118878e+000 -2.2477106e-001 -1.6233767e-001  2.2294457e+000  8.2607000e-001  1.1359700e-001  1.2615507e+000 -9.9301901e-001 -1.1666650e+000  1.7657779e-001  1.4980873e-001 -2.2695046e-001 -1.5326930e+000 -1.3852198e+000 -5.9927204e-001  9.4237693e-001 -1.9166828e-001  1.5260780e+000 -4.2342884e-001 -8.9986852e-001 -1.2656364e+000  3.9531612e-001  1.6022728e-001  3.6222668e-002  1.2032520e+000  9.9144044e-001  4.0432483e-001 -3.2734452e-001 -7.9638405e-001 -1.3285526e+000  4.1211350e-001  9.7498806e-001  1.1071992e+000 -2.3395354e-001  9.5947350e-001  6.4301839e-001  1.0558640e-001  7.5576236e-003 -6.8677312e-001  5.1173541e-001 -7.2930583e-001  8.6551440e-001 -1.2264674e+000  7.6097981e-001  1.0112961e-001 -1.1125991e+000 -1.4565466e+000 -8.1331449e-001  1.8632812e-002
  2.7694370e+000  1.1173561e+000 -1.9412354e-001 -5.8902903e-001 -1.4605463e-001  3.3756370e-001  5.3615708e-001 -9.0472621e-001  4.7542481e-001  9.7495022e-001 -1.8542991e+000  9.7073782e-001  1.4049334e+000 -1.1489123e+000 -1.0978678e+000 -1.9567540e+000 -5.8958899e-001  9.3725491e-002 -8.6581521e-001  1.6850750e-001  3.6158716e-001  6.3474546e-001 -1.4933135e-001 -8.7056284e-001  2.8740032e-001 -3.6463117e-001  5.2201773e-001  1.0771401e+000 -7.9385288e-001  4.7551798e-001  7.2533757e-001 -3.1988562e-001 -9.3714960e-001  2.8971898e-001 -1.8559011e-001 -1.0467341e+000 -3.4093044e-001 -1.2760044e-002  1.1283504e+000 -9.3758577e-001  4.7168286e-001  2.5777491e-001 -8.6457469e-001 -4.1569647e-001  7.9295036e-001  2.5442950e-001  1.0839825e+000  9.5693957e-001  1.3218345e+000  7.9340256e-001  1.0906942e+000
