#               x                   y
              2.40000             0.00000
              2.60000            -1.30000
              3.20000            -2.70000
              3.60000             0.00000
              4.00000            -2.70000
              6.20000            -2.70000
              6.60000            -2.70000
              6.80000            -1.30000
              7.80000            -2.70000
              8.20000            -2.70000
              8.80000            -1.30000
              8.80000            -2.70000
              9.60000            -2.70000
             10.00000            -2.70000
             10.20000            -5.40000
             10.60000            -2.70000
             11.00000            -5.40000
             11.40000             0.00000
             13.20000            -2.70000
             13.60000            -2.70000
             13.80000             0.00000
             14.60000           -13.30000
             14.60000            -5.40000
             14.60000            -5.40000
             14.60000            -9.30000
             14.60000           -16.00000
             14.60000           -22.80000
             14.80000            -2.70000
             15.40000           -22.80000
             15.40000           -32.10000
             15.40000           -53.50000
             15.40000           -54.90000
             15.60000           -40.20000
             15.60000           -21.50000
             15.80000           -21.50000
             15.80000           -50.80000
             16.00000           -42.90000
             16.00000           -26.80000
             16.20000           -21.50000
             16.20000           -50.80000
             16.20000           -61.70000
             16.40000            -5.40000
             16.40000           -80.40000
             16.60000           -59.00000
             16.80000           -71.00000
             16.80000           -91.10000
             16.80000           -77.70000
             17.60000           -37.50000
             17.60000           -85.60000
             17.60000          -123.10000
             17.60000          -101.90000
             17.80000           -99.10000
             17.80000          -104.40000
             18.60000          -112.50000
             18.60000           -50.80000
             19.20000          -123.10000
             19.40000           -85.60000
             19.40000           -72.30000
             19.60000          -127.20000
             20.20000          -123.10000
             20.40000          -117.90000
             21.20000          -134.00000
             21.40000          -101.90000
             21.80000          -108.40000
             22.00000          -123.10000
             23.20000          -123.10000
             23.40000          -128.50000
             24.00000          -112.50000
             24.20000           -95.10000
             24.20000           -81.80000
             24.60000           -53.50000
             25.00000           -64.40000
             25.00000           -57.60000
             25.40000           -72.30000
             25.40000           -44.30000
             25.60000           -26.80000
             26.00000            -5.40000
             26.20000          -107.10000
             26.20000           -21.50000
             26.40000           -65.60000
             27.00000           -16.00000
             27.20000           -45.60000
             27.20000           -24.20000
             27.20000             9.50000
             27.60000             4.00000
             28.20000            12.00000
             28.40000           -21.50000
             28.40000            37.50000
             28.60000            46.90000
             29.40000           -17.40000
             30.20000            36.20000
             31.00000            75.00000
             31.20000             8.10000
             32.00000            54.90000
             32.00000            48.20000
             32.80000            46.90000
             33.40000            16.00000
             33.80000            45.60000
             34.40000             1.30000
             34.80000            75.00000
             35.20000           -16.00000
             35.20000           -54.90000
             35.40000            69.60000
             35.60000            34.80000
             35.60000            32.10000
             36.20000           -37.50000
             36.20000            22.80000
             38.00000            46.90000
             38.00000            10.70000
             39.20000             5.40000
             39.40000            -1.30000
             40.00000           -21.50000
             40.40000           -13.30000
             41.60000            30.80000
             41.60000           -10.70000
             42.40000            29.40000
             42.80000             0.00000
             42.80000           -10.70000
             43.00000            14.70000
             44.00000            -1.30000
             44.40000             0.00000
             45.00000            10.70000
             46.60000            10.70000
             47.80000           -26.80000
             47.80000           -14.70000
             48.80000           -13.30000
             50.60000             0.00000
             52.00000            10.70000
             53.20000           -14.70000
             55.00000            -2.70000
             55.00000            10.70000
             55.40000            -2.70000
           57.6000          10.70000
