#    x        y
   2.1363    2.9767
    3.0774    2.1893
    1.7859    1.8860
    1.8865    1.3420
    2.9932    3.2967
    4.5326    3.9323
    2.2303    2.7203
    3.3714    4.1107
    2.7744    4.4863
    4.1174    3.9232
    1.9109   -0.2274
    3.0326    2.1930
    3.5525    4.9071
    4.1006    3.0285
    4.5442    5.5052
    3.0859    3.2100
    1.5084    2.9451
    2.2577    0.2968
    1.9384    1.7407
    5.3505    4.1426
    2.3844    5.2924
    3.7481    4.5733
    2.8076    4.1866
    3.8886    2.8304
    2.2352    1.7665
    1.5977    1.3253
    1.5776    2.6760
    3.4882    3.2103
    2.8226    3.5242
    2.8039    0.7521
    4.4193    4.0655
    3.2916    2.4680
    3.1978    1.6208
    4.5877    5.0957
    2.1955    2.4775
    3.6966    3.7301
    3.8351    2.5014
    2.7563    3.8838
    3.2157    3.5658
    1.8342    1.5351
    1.8520    1.8749
    3.1049    2.8429
    3.7223    1.9720
    5.5855    5.2998
    2.3331    1.5017
    3.1873    2.2081
    2.9175    1.7611
    1.0670    0.5334
    2.5610    0.5584
    1.2053    2.1696
